MERCHANT,ACCT_STATUS_K_USD,CONTRACT_DURATION_MONTH,HISTORY,CREDIT_PROGRAM,AMOUNT_K_USD,ACCOUNT_TYPE,ACCT_AGE,STATE,PRESENT_RESIDENT,ESTABLISHED_MONTH,NUMBER_CREDITS,IS_DEFAULT
257,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",2684,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",35,2,"No"
258,"0 USD",12,"ALL CREDITS PAID BACK","ELECTRONICS",2149,"up to 100 K USD","1 to 4 YRS","NY","1 to 2 YRS",29,1,"Yes"
259,"NONE",15,"EXISTING CREDITS PAID BACK","USED CAR",3812,"100 to 500 K USD","up to 1 YR","PA","4",23,1,"No"
260,"NONE",11,"CRITICAL ACCOUNT","ELECTRONICS",1154,"100 to 500 K USD","TBD","NY","4",57,3,"No"
261,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1657,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",27,1,"No"
262,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1603,"up to 100 K USD","above 7 YRS","NY","4",55,1,"No"
263,"0 USD",18,"CRITICAL ACCOUNT","NEW CAR",5302,"up to 100 K USD","above 7 YRS","NJ","4",36,3,"No"
264,"NONE",12,"CRITICAL ACCOUNT","EDUCATION",2748,"up to 100 K USD","above 7 YRS","NJ","4",57,3,"No"
265,"NONE",10,"CRITICAL ACCOUNT","NEW CAR",1231,"up to 100 K USD","above 7 YRS","CT","4",32,2,"No"
266,"0 to 200 USD",15,"EXISTING CREDITS PAID BACK","ELECTRONICS",802,"up to 100 K USD","above 7 YRS","NY","above 4 YRS",37,1,"Yes"
267,"NONE",36,"CRITICAL ACCOUNT","RETRAINING",6304,"UNKNOWN/NONE","above 7 YRS","NY","4",36,2,"No"
268,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1533,"up to 100 K USD","up to 1 YR","NY","above 4 YRS",38,1,"No"
269,"0 USD",14,"EXISTING CREDITS PAID BACK","NEW CAR",8978,"up to 100 K USD","above 7 YRS","PA","4",45,1,"Yes"
270,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",999,"UNKNOWN/NONE","above 7 YRS","NY","2 to 3 YRS",25,2,"No"
271,"NONE",18,"EXISTING CREDITS PAID BACK","NEW CAR",2662,"UNKNOWN/NONE","4 to 7 YRS","NY","above 4 YRS",32,1,"No"
272,"NONE",12,"CRITICAL ACCOUNT","FURNITURE",1402,"500 to 1000 K USD","4 to 7 YRS","CT","4",37,1,"No"
273,"0 to 200 USD",48,"ALL CREDITS PAID BACK","NEW CAR",12169,"UNKNOWN/NONE","TBD","NY","4",36,1,"No"
274,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","ELECTRONICS",3060,"up to 100 K USD","4 to 7 YRS","NY","4",28,2,"Yes"
275,"0 USD",30,"EXISTING CREDITS PAID BACK","OTHER",11998,"up to 100 K USD","up to 1 YR","PA","1 to 2 YRS",34,1,"Yes"
276,"NONE",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",2697,"up to 100 K USD","1 to 4 YRS","PA","2 to 3 YRS",32,1,"No"
277,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",2404,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",26,2,"No"
278,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1262,"UNKNOWN/NONE","above 7 YRS","NJ","4",49,1,"No"
279,"NONE",6,"EXISTING CREDITS PAID BACK","FURNITURE",4611,"up to 100 K USD","up to 1 YR","PA","4",32,1,"Yes"
280,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1901,"100 to 500 K USD","1 to 4 YRS","NY","4",29,1,"No"
281,"NONE",15,"CRITICAL ACCOUNT","USED CAR",3368,"above 1000 K USD","above 7 YRS","CT","4",23,2,"No"
282,"NONE",12,"EXISTING CREDITS PAID BACK","FURNITURE",1574,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",50,1,"No"
283,"above 200 USD",18,"ALL CREDITS PAID BACK","ELECTRONICS",1445,"UNKNOWN/NONE","4 to 7 YRS","NY","4",49,1,"No"
284,"NONE",15,"CRITICAL ACCOUNT","FURNITURE",1520,"UNKNOWN/NONE","above 7 YRS","NY","4",63,1,"No"
285,"0 to 200 USD",24,"CRITICAL ACCOUNT","NEW CAR",3878,"100 to 500 K USD","up to 1 YR","NY","2 to 3 YRS",37,1,"No"
286,"0 USD",47,"EXISTING CREDITS PAID BACK","NEW CAR",10722,"up to 100 K USD","up to 1 YR","PA","1 to 2 YRS",35,1,"No"
287,"0 USD",48,"EXISTING CREDITS PAID BACK","USED CAR",4788,"up to 100 K USD","4 to 7 YRS","NY","above 4 YRS",26,1,"No"
288,"0 to 200 USD",48,"DELAY IN PAST","OTHER",7582,"100 to 500 K USD","TBD","NJ","4",31,1,"No"
289,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1092,"up to 100 K USD","1 to 4 YRS","NY","4",49,2,"No"
290,"0 USD",24,"DELAY IN PAST","ELECTRONICS",1024,"up to 100 K USD","up to 1 YR","NY","4",48,1,"Yes"
291,"NONE",12,"EXISTING CREDITS PAID BACK","RETRAINING",1076,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",26,1,"No"
292,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","USED CAR",9398,"up to 100 K USD","up to 1 YR","PA","4",28,1,"Yes"
293,"0 USD",24,"CRITICAL ACCOUNT","USED CAR",6419,"up to 100 K USD","above 7 YRS","NJ","4",44,2,"No"
294,"above 200 USD",42,"CRITICAL ACCOUNT","USED CAR",4796,"up to 100 K USD","above 7 YRS","NY","4",56,1,"No"
295,"NONE",48,"CRITICAL ACCOUNT","RETRAINING",7629,"UNKNOWN/NONE","above 7 YRS","NY","2 to 3 YRS",46,2,"No"
296,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","FURNITURE",9960,"up to 100 K USD","up to 1 YR","PA","2 to 3 YRS",26,1,"Yes"
297,"NONE",12,"EXISTING CREDITS PAID BACK","USED CAR",4675,"UNKNOWN/NONE","up to 1 YR","PA","4",20,1,"No"
298,"NONE",10,"EXISTING CREDITS PAID BACK","NEW CAR",1287,"UNKNOWN/NONE","above 7 YRS","NY","2 to 3 YRS",45,1,"No"
299,"NONE",18,"EXISTING CREDITS PAID BACK","FURNITURE",2515,"up to 100 K USD","1 to 4 YRS","CT","4",43,1,"No"
300,"0 to 200 USD",21,"CRITICAL ACCOUNT","FURNITURE",2745,"above 1000 K USD","4 to 7 YRS","CT","2 to 3 YRS",32,2,"No"
301,"NONE",6,"EXISTING CREDITS PAID BACK","NEW CAR",672,"up to 100 K USD","TBD","PA","4",54,1,"No"
302,"0 to 200 USD",36,"NONE TAKEN","ELECTRONICS",3804,"up to 100 K USD","1 to 4 YRS","NY","1 to 2 YRS",42,1,"Yes"
303,"above 200 USD",24,"CRITICAL ACCOUNT","NEW CAR",1344,"UNKNOWN/NONE","4 to 7 YRS","NY","2 to 3 YRS",37,2,"Yes"
304,"0 USD",10,"CRITICAL ACCOUNT","NEW CAR",1038,"up to 100 K USD","4 to 7 YRS","NY","above 4 YRS",49,2,"No"
305,"NONE",48,"CRITICAL ACCOUNT","NEW CAR",10127,"500 to 1000 K USD","1 to 4 YRS","NJ","2 to 3 YRS",44,1,"Yes"
306,"NONE",6,"EXISTING CREDITS PAID BACK","FURNITURE",1543,"above 1000 K USD","1 to 4 YRS","NY","2 to 3 YRS",33,1,"No"
307,"NONE",30,"EXISTING CREDITS PAID BACK","USED CAR",4811,"UNKNOWN/NONE","4 to 7 YRS","NJ","4",24,1,"No"
308,"0 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",727,"100 to 500 K USD","up to 1 YR","NY","above 4 YRS",33,1,"Yes"
309,"0 to 200 USD",8,"EXISTING CREDITS PAID BACK","FURNITURE",1237,"up to 100 K USD","1 to 4 YRS","CT","4",24,1,"Yes"
310,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","NEW CAR",276,"up to 100 K USD","1 to 4 YRS","NY","4",22,1,"No"
311,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","OTHER",5381,"UNKNOWN/NONE","TBD","CT","4",40,1,"No"
312,"NONE",24,"EXISTING CREDITS PAID BACK","FURNITURE",5511,"100 to 500 K USD","1 to 4 YRS","NY","1 to 2 YRS",25,1,"No"
313,"above 200 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",3749,"up to 100 K USD","up to 1 YR","NJ","4",26,1,"No"
314,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",685,"up to 100 K USD","4 to 7 YRS","NJ","above 4 YRS",25,1,"Yes"
315,"above 200 USD",4,"EXISTING CREDITS PAID BACK","NEW CAR",1494,"UNKNOWN/NONE","up to 1 YR","PA","2 to 3 YRS",29,1,"No"
316,"0 USD",36,"ALL CREDITS PAID BACK","FURNITURE",2746,"up to 100 K USD","above 7 YRS","NY","4",31,1,"Yes"
317,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",708,"up to 100 K USD","1 to 4 YRS","NJ","above 4 YRS",38,1,"No"
318,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",4351,"UNKNOWN/NONE","1 to 4 YRS","PA","4",48,1,"No"
319,"NONE",12,"CRITICAL ACCOUNT","EDUCATION",701,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",32,2,"No"
320,"0 USD",15,"DELAY IN PAST","FURNITURE",3643,"up to 100 K USD","above 7 YRS","PA","4",27,2,"No"
321,"0 to 200 USD",30,"CRITICAL ACCOUNT","NEW CAR",4249,"up to 100 K USD","TBD","NY","2 to 3 YRS",28,2,"Yes"
322,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1938,"up to 100 K USD","up to 1 YR","NY","above 4 YRS",32,1,"Yes"
323,"0 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",2910,"up to 100 K USD","4 to 7 YRS","NJ","1 to 2 YRS",34,1,"No"
324,"0 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",2659,"above 1000 K USD","1 to 4 YRS","NY","2 to 3 YRS",28,1,"No"
325,"NONE",18,"CRITICAL ACCOUNT","NEW CAR",1028,"up to 100 K USD","1 to 4 YRS","NY","above 4 YRS",36,2,"No"
326,"0 USD",8,"CRITICAL ACCOUNT","NEW CAR",3398,"up to 100 K USD","4 to 7 YRS","PA","4",39,2,"No"
327,"NONE",12,"CRITICAL ACCOUNT","FURNITURE",5801,"UNKNOWN/NONE","above 7 YRS","NJ","4",49,1,"No"
328,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",1525,"above 1000 K USD","4 to 7 YRS","NY","above 4 YRS",34,1,"No"
329,"above 200 USD",36,"EXISTING CREDITS PAID BACK","ELECTRONICS",4473,"up to 100 K USD","above 7 YRS","NY","2 to 3 YRS",31,1,"No"
330,"0 to 200 USD",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",1068,"up to 100 K USD","above 7 YRS","NY","4",28,1,"No"
331,"0 USD",24,"CRITICAL ACCOUNT","USED CAR",6615,"up to 100 K USD","TBD","NJ","4",75,2,"No"
332,"NONE",18,"CRITICAL ACCOUNT","EDUCATION",1864,"100 to 500 K USD","1 to 4 YRS","NY","2 to 3 YRS",30,2,"Yes"
333,"0 to 200 USD",60,"EXISTING CREDITS PAID BACK","NEW CAR",7408,"100 to 500 K USD","up to 1 YR","NY","2 to 3 YRS",24,1,"Yes"
334,"NONE",48,"CRITICAL ACCOUNT","USED CAR",11590,"100 to 500 K USD","1 to 4 YRS","NJ","4",24,2,"Yes"
335,"0 USD",24,"NONE TAKEN","FURNITURE",4110,"up to 100 K USD","above 7 YRS","CT","4",23,2,"Yes"
336,"0 USD",6,"CRITICAL ACCOUNT","FURNITURE",3384,"up to 100 K USD","1 to 4 YRS","PA","4",44,1,"Yes"
337,"0 to 200 USD",13,"EXISTING CREDITS PAID BACK","ELECTRONICS",2101,"up to 100 K USD","up to 1 YR","NJ","4",23,1,"No"
338,"0 USD",15,"EXISTING CREDITS PAID BACK","OTHER",1275,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",24,1,"Yes"
339,"0 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",4169,"up to 100 K USD","1 to 4 YRS","NY","4",28,1,"No"
340,"0 to 200 USD",10,"EXISTING CREDITS PAID BACK","FURNITURE",1521,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",31,1,"No"
341,"0 to 200 USD",24,"CRITICAL ACCOUNT","EDUCATION",5743,"up to 100 K USD","up to 1 YR","NJ","4",24,2,"No"
342,"0 USD",21,"EXISTING CREDITS PAID BACK","FURNITURE",3599,"up to 100 K USD","4 to 7 YRS","PA","4",26,1,"No"
343,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",3213,"500 to 1000 K USD","up to 1 YR","PA","above 4 YRS",25,1,"No"
344,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","RETRAINING",4439,"up to 100 K USD","above 7 YRS","PA","1 to 2 YRS",33,1,"No"
345,"above 200 USD",10,"EXISTING CREDITS PAID BACK","NEW CAR",3949,"up to 100 K USD","up to 1 YR","PA","1 to 2 YRS",37,1,"No"
346,"NONE",15,"CRITICAL ACCOUNT","ELECTRONICS",1459,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",43,1,"No"
347,"0 to 200 USD",13,"CRITICAL ACCOUNT","ELECTRONICS",882,"up to 100 K USD","up to 1 YR","NY","4",23,2,"No"
348,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3758,"500 to 1000 K USD","TBD","PA","4",23,1,"No"
349,"NONE",6,"DELAY IN PAST","RETRAINING",1743,"100 to 500 K USD","1 to 4 YRS","PA","2 to 3 YRS",34,2,"No"
350,"0 to 200 USD",9,"CRITICAL ACCOUNT","EDUCATION",1136,"above 1000 K USD","above 7 YRS","NY","above 4 YRS",32,2,"Yes"
351,"NONE",9,"EXISTING CREDITS PAID BACK","OTHER",1236,"up to 100 K USD","up to 1 YR","PA","4",23,1,"No"
352,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","FURNITURE",959,"up to 100 K USD","1 to 4 YRS","PA","2 to 3 YRS",29,1,"Yes"
353,"NONE",18,"CRITICAL ACCOUNT","USED CAR",3229,"UNKNOWN/NONE","TBD","NJ","4",38,1,"No"
354,"0 USD",12,"NONE TAKEN","ELECTRONICS",6199,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",28,2,"Yes"
355,"NONE",10,"EXISTING CREDITS PAID BACK","EDUCATION",727,"500 to 1000 K USD","above 7 YRS","NY","4",46,1,"No"
356,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1246,"up to 100 K USD","up to 1 YR","NY","2 to 3 YRS",23,1,"Yes"
357,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",2331,"UNKNOWN/NONE","above 7 YRS","PA","4",49,1,"No"
358,"NONE",36,"DELAY IN PAST","ELECTRONICS",4463,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",26,2,"Yes"
359,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",776,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",28,1,"No"
360,"0 USD",30,"EXISTING CREDITS PAID BACK","FURNITURE",2406,"up to 100 K USD","4 to 7 YRS","NY","4",23,1,"Yes"
361,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","EDUCATION",1239,"UNKNOWN/NONE","1 to 4 YRS","NY","4",61,1,"No"
362,"above 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",3399,"UNKNOWN/NONE","above 7 YRS","NJ","above 4 YRS",37,1,"No"
363,"above 200 USD",12,"DELAY IN PAST","NEW CAR",2247,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",36,2,"No"
364,"NONE",6,"EXISTING CREDITS PAID BACK","FURNITURE",1766,"up to 100 K USD","1 to 4 YRS","PA","2 to 3 YRS",21,1,"No"
365,"0 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",2473,"up to 100 K USD","TBD","NY","1 to 2 YRS",25,1,"Yes"
366,"NONE",12,"EXISTING CREDITS PAID BACK","RETRAINING",1542,"up to 100 K USD","4 to 7 YRS","NJ","4",36,1,"No"
367,"NONE",18,"CRITICAL ACCOUNT","USED CAR",3850,"up to 100 K USD","4 to 7 YRS","CT","1 to 2 YRS",27,2,"No"
368,"0 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",3650,"up to 100 K USD","up to 1 YR","PA","4",22,1,"No"
369,"0 USD",36,"EXISTING CREDITS PAID BACK","FURNITURE",3446,"up to 100 K USD","above 7 YRS","NY","2 to 3 YRS",42,1,"Yes"
370,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",3001,"up to 100 K USD","4 to 7 YRS","NJ","4",40,1,"No"
371,"NONE",36,"EXISTING CREDITS PAID BACK","NEW CAR",3079,"UNKNOWN/NONE","1 to 4 YRS","NY","4",36,1,"No"
372,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",6070,"up to 100 K USD","above 7 YRS","CT","4",33,2,"No"
373,"NONE",10,"CRITICAL ACCOUNT","FURNITURE",2146,"up to 100 K USD","up to 1 YR","PA","above 4 YRS",23,2,"No"
374,"NONE",60,"CRITICAL ACCOUNT","NEW CAR",13756,"UNKNOWN/NONE","above 7 YRS","NJ","4",63,1,"No"
375,"0 to 200 USD",60,"ALL CREDITS PAID BACK","OTHER",14782,"100 to 500 K USD","above 7 YRS","CT","4",60,2,"Yes"
376,"0 USD",48,"ALL CREDITS PAID BACK","RETRAINING",7685,"up to 100 K USD","4 to 7 YRS","NJ","4",37,1,"Yes"
377,"NONE",18,"DELAY IN PAST","ELECTRONICS",2320,"up to 100 K USD","TBD","NJ","above 4 YRS",34,2,"No"
378,"NONE",7,"DELAY IN PAST","ELECTRONICS",846,"UNKNOWN/NONE","above 7 YRS","CT","4",36,1,"No"
379,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","NEW CAR",14318,"up to 100 K USD","above 7 YRS","NY","2 to 3 YRS",57,1,"Yes"
380,"NONE",6,"CRITICAL ACCOUNT","NEW CAR",362,"100 to 500 K USD","1 to 4 YRS","NY","4",52,2,"No"
381,"0 USD",20,"EXISTING CREDITS PAID BACK","FURNITURE",2212,"UNKNOWN/NONE","4 to 7 YRS","NY","4",39,1,"No"
382,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","USED CAR",12976,"up to 100 K USD","TBD","CT","4",38,1,"Yes"
383,"NONE",22,"EXISTING CREDITS PAID BACK","NEW CAR",1283,"UNKNOWN/NONE","4 to 7 YRS","NY","4",25,1,"No"
384,"above 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1330,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",26,1,"No"
385,"NONE",30,"DELAY IN PAST","RETRAINING",4272,"100 to 500 K USD","1 to 4 YRS","NJ","2 to 3 YRS",26,2,"No"
386,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",2238,"up to 100 K USD","1 to 4 YRS","NJ","1 to 2 YRS",25,2,"No"
387,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1126,"UNKNOWN/NONE","up to 1 YR","NY","2 to 3 YRS",21,1,"No"
388,"0 to 200 USD",18,"CRITICAL ACCOUNT","FURNITURE",7374,"up to 100 K USD","TBD","NY","4",40,2,"No"
389,"0 to 200 USD",15,"CRITICAL ACCOUNT","RETRAINING",2326,"500 to 1000 K USD","1 to 4 YRS","NJ","4",27,1,"No"
390,"NONE",9,"EXISTING CREDITS PAID BACK","RETRAINING",1449,"up to 100 K USD","4 to 7 YRS","CT","2 to 3 YRS",27,2,"No"
391,"NONE",18,"EXISTING CREDITS PAID BACK","NEW CAR",1820,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",30,1,"No"
392,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",983,"above 1000 K USD","up to 1 YR","PA","4",19,1,"No"
393,"0 USD",36,"EXISTING CREDITS PAID BACK","NEW CAR",3249,"up to 100 K USD","4 to 7 YRS","NJ","4",39,1,"No"
394,"0 USD",6,"CRITICAL ACCOUNT","ELECTRONICS",1957,"up to 100 K USD","4 to 7 YRS","PA","4",31,1,"No"
395,"NONE",9,"CRITICAL ACCOUNT","FURNITURE",2406,"up to 100 K USD","TBD","NJ","above 4 YRS",31,1,"No"
396,"0 to 200 USD",39,"DELAY IN PAST","EDUCATION",11760,"100 to 500 K USD","4 to 7 YRS","NJ","above 4 YRS",32,1,"No"
397,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",2578,"up to 100 K USD","TBD","CT","4",55,1,"No"
398,"0 USD",36,"CRITICAL ACCOUNT","FURNITURE",2348,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",46,2,"No"
399,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1223,"up to 100 K USD","above 7 YRS","PA","1 to 2 YRS",46,2,"Yes"
400,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",1516,"above 1000 K USD","1 to 4 YRS","NY","1 to 2 YRS",43,2,"No"
401,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1473,"up to 100 K USD","up to 1 YR","CT","4",39,1,"No"
402,"0 to 200 USD",18,"CRITICAL ACCOUNT","RETRAINING",1887,"UNKNOWN/NONE","1 to 4 YRS","NY","4",28,2,"No"
403,"NONE",24,"DELAY IN PAST","RETRAINING",8648,"up to 100 K USD","up to 1 YR","NJ","2 to 3 YRS",27,2,"Yes"
404,"NONE",14,"DELAY IN PAST","NEW CAR",802,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",27,2,"No"
405,"0 to 200 USD",18,"DELAY IN PAST","NEW CAR",2899,"UNKNOWN/NONE","above 7 YRS","NY","4",43,1,"No"
406,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2039,"up to 100 K USD","up to 1 YR","PA","1 to 2 YRS",22,1,"Yes"
407,"NONE",24,"CRITICAL ACCOUNT","USED CAR",2197,"UNKNOWN/NONE","4 to 7 YRS","NY","4",43,2,"No"
408,"0 USD",15,"EXISTING CREDITS PAID BACK","ELECTRONICS",1053,"up to 100 K USD","up to 1 YR","NY","2 to 3 YRS",27,1,"No"
409,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3235,"500 to 1000 K USD","above 7 YRS","CT","2 to 3 YRS",26,1,"No"
410,"above 200 USD",12,"CRITICAL ACCOUNT","NEW CAR",939,"500 to 1000 K USD","4 to 7 YRS","NY","2 to 3 YRS",28,3,"Yes"
411,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1967,"up to 100 K USD","above 7 YRS","NY","4",20,1,"No"
412,"NONE",33,"CRITICAL ACCOUNT","USED CAR",7253,"up to 100 K USD","4 to 7 YRS","CT","2 to 3 YRS",35,2,"No"
413,"NONE",12,"CRITICAL ACCOUNT","RETRAINING",2292,"up to 100 K USD","TBD","NY","2 to 3 YRS",42,2,"Yes"
414,"NONE",10,"EXISTING CREDITS PAID BACK","NEW CAR",1597,"500 to 1000 K USD","1 to 4 YRS","CT","2 to 3 YRS",40,1,"No"
415,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1381,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",35,1,"Yes"
416,"NONE",36,"CRITICAL ACCOUNT","USED CAR",5842,"up to 100 K USD","above 7 YRS","NJ","2 to 3 YRS",35,2,"No"
417,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",2579,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",33,1,"Yes"
418,"0 USD",18,"DELAY IN PAST","EDUCATION",8471,"UNKNOWN/NONE","1 to 4 YRS","PA","2 to 3 YRS",23,2,"No"
419,"NONE",21,"EXISTING CREDITS PAID BACK","NEW CAR",2782,"500 to 1000 K USD","4 to 7 YRS","PA","2 to 3 YRS",31,1,"No"
420,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",1042,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",33,1,"Yes"
421,"NONE",15,"EXISTING CREDITS PAID BACK","NEW CAR",3186,"above 1000 K USD","4 to 7 YRS","NJ","above 4 YRS",20,1,"No"
422,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","USED CAR",2028,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",30,1,"No"
423,"0 to 200 USD",12,"CRITICAL ACCOUNT","NEW CAR",958,"up to 100 K USD","4 to 7 YRS","NJ","above 4 YRS",47,2,"No"
424,"NONE",21,"DELAY IN PAST","FURNITURE",1591,"100 to 500 K USD","4 to 7 YRS","NY","above 4 YRS",34,2,"No"
425,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",2762,"UNKNOWN/NONE","above 7 YRS","PA","2 to 3 YRS",25,1,"Yes"
426,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","USED CAR",2779,"up to 100 K USD","1 to 4 YRS","PA","above 4 YRS",21,1,"No"
427,"NONE",28,"CRITICAL ACCOUNT","ELECTRONICS",2743,"up to 100 K USD","above 7 YRS","NY","2 to 3 YRS",29,2,"No"
428,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",1149,"above 1000 K USD","1 to 4 YRS","NY","above 4 YRS",46,2,"No"
429,"NONE",9,"EXISTING CREDITS PAID BACK","FURNITURE",1313,"up to 100 K USD","above 7 YRS","PA","4",20,1,"No"
430,"0 USD",18,"CRITICAL ACCOUNT","OTHER",1190,"up to 100 K USD","TBD","NJ","4",55,3,"Yes"
431,"NONE",5,"EXISTING CREDITS PAID BACK","RETRAINING",3448,"up to 100 K USD","4 to 7 YRS","PA","4",74,1,"No"
432,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","OTHER",11328,"up to 100 K USD","1 to 4 YRS","NJ","above 4 YRS",29,2,"Yes"
433,"0 USD",6,"CRITICAL ACCOUNT","FURNITURE",1872,"up to 100 K USD","TBD","NY","4",36,3,"No"
434,"NONE",24,"CRITICAL ACCOUNT","OTHER",2058,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",33,2,"No"
435,"0 USD",9,"EXISTING CREDITS PAID BACK","FURNITURE",2136,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",25,1,"No"
436,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1484,"UNKNOWN/NONE","1 to 4 YRS","NJ","1 to 2 YRS",25,1,"Yes"
437,"NONE",6,"EXISTING CREDITS PAID BACK","OTHER",660,"500 to 1000 K USD","4 to 7 YRS","NJ","4",23,1,"No"
438,"NONE",24,"CRITICAL ACCOUNT","NEW CAR",1287,"above 1000 K USD","above 7 YRS","NY","4",37,2,"No"
439,"0 USD",42,"CRITICAL ACCOUNT","OTHER",3394,"up to 100 K USD","TBD","NY","4",65,2,"No"
440,"above 200 USD",12,"ALL CREDITS PAID BACK","RETRAINING",609,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",26,1,"Yes"
441,"NONE",12,"EXISTING CREDITS PAID BACK","NEW CAR",1884,"up to 100 K USD","above 7 YRS","NY","4",39,1,"No"
442,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1620,"up to 100 K USD","1 to 4 YRS","NJ","above 4 YRS",30,1,"No"
